Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,ApproxExitDate,SnapshotDate,AttritionFlag,AgeGroup,TenureBand,IncomeBand,SalaryPerYearAtCompany
29,No,Travel_Frequently,648,Research & Development,12,1,Medical,1,689,3,Male,88,2,1,Research Scientist,2,Single,3595,16216,1,Y,No,13,3,4,80,3,8,3,1,4,3,1,3,2021-11-24,,2025-12-31,0,26-34,4-5 years,Q1 Low,10785.0
31,No,Travel_Rarely,489,Research & Development,13,2,Marketing,1,691,3,Female,65,2,4,Manager,3,Married,14497,8543,3,Y,No,19,3,1,80,1,14,4,2,8,7,2,2,2017-11-24,,2025-12-31,0,26-34,6-10 years,Q4 High,21745.5
27,No,Travel_Rarely,310,Research & Development,7,2,Medical,1,693,1,Male,74,2,1,Research Scientist,4,Single,3051,16348,4,Y,No,14,3,2,80,0,13,5,2,5,3,2,4,2020-12-17,,2025-12-31,0,26-34,4-5 years,Q1 Low,7322.4
30,No,Travel_Rarely,1209,Research & Development,3,2,Medical,1,695,3,Male,66,3,2,Manufacturing Director,4,Married,10533,6533,3,Y,No,16,3,4,80,2,27,4,3,24,11,7,5,2001-10-18,,2025-12-31,0,26-34,11+ years,Q4 High,5266.5
34,No,Travel_Rarely,862,Research & Development,3,3,Marketing,1,697,3,Female,86,2,1,Laboratory Technician,4,Married,3707,3422,1,Y,No,14,4,3,80,0,13,1,2,8,7,3,2,2017-10-04,,2025-12-31,0,26-34,6-10 years,Q1 Low,5560.5
24,Yes,Travel_Rarely,307,Research & Development,1,1,Medical,1,699,3,Male,41,3,1,Laboratory Technician,3,Divorced,6275,12211,2,Y,No,13,4,3,80,0,21,0,3,17,12,7,12,2008-08-20,2022-10-19,2025-12-31,1,18-25,11+ years,Q2,4429.411764705882
37,No,Travel_Rarely,1085,Research & Development,5,4,Life Sciences,1,701,1,Male,64,3,1,Research Scientist,4,Married,5531,16735,2,Y,No,12,3,2,80,1,16,4,3,10,4,2,8,2015-07-07,,2025-12-31,0,35-44,6-10 years,Q2,6637.2
45,Yes,Travel_Rarely,1418,Sales,2,2,Medical,1,703,2,Female,51,3,2,Sales Executive,2,Married,8367,25595,3,Y,Yes,12,3,3,80,0,14,5,3,7,6,0,6,2018-10-30,2023-06-03,2025-12-31,1,45+,6-10 years,Q3,14343.42857142857
29,No,Non-Travel,871,Sales,6,3,Medical,1,705,2,Male,56,3,1,Sales Representative,1,Married,5253,21827,1,Y,No,11,3,4,80,0,13,3,3,4,2,0,1,2021-09-09,,2025-12-31,0,26-34,4-5 years,Q2,15759.0
51,No,Travel_Rarely,1011,Research & Development,11,3,Marketing,1,707,2,Male,36,3,2,Manufacturing Director,4,Divorced,8154,12613,3,Y,No,13,3,4,80,1,12,3,3,10,6,1,5,2015-11-15,,2025-12-31,0,45+,6-10 years,Q3,9784.8
42,No,Non-Travel,724,Research & Development,3,2,Medical,1,709,2,Female,32,3,1,Laboratory Technician,3,Single,2877,15291,3,Y,No,12,3,4,80,1,7,5,3,3,2,0,1,2022-03-23,,2025-12-31,0,35-44,2-3 years,Q1 Low,11508.0
46,No,Travel_Rarely,1398,Research & Development,9,4,Human Resources,1,711,4,Female,33,3,1,Laboratory Technician,4,Married,5223,13870,1,Y,No,13,3,3,80,2,14,3,3,9,7,2,3,2016-08-10,,2025-12-31,0,45+,6-10 years,Q2,6964.0
31,No,Travel_Rarely,884,Research & Development,7,1,Life Sciences,1,713,3,Male,37,3,1,Research Scientist,1,Married,5119,10750,0,Y,Yes,11,3,3,80,1,11,4,3,10,6,0,3,2015-07-08,,2025-12-31,0,26-34,6-10 years,Q2,6142.8
45,No,Travel_Rarely,1296,Research & Development,11,3,Human Resources,1,715,3,Male,74,3,4,Manager,4,Married,15901,20916,0,Y,No,14,3,2,80,2,11,2,3,7,3,2,2,2018-01-05,,2025-12-31,0,45+,6-10 years,Q4 High,27258.85714285714
27,No,Travel_Rarely,1253,Sales,13,4,Medical,1,717,2,Male,49,3,4,Manager,2,Divorced,16553,19491,3,Y,No,15,3,4,80,0,19,0,3,13,9,1,10,2012-07-27,,2025-12-31,0,26-34,11+ years,Q4 High,15279.692307692309
45,No,Travel_Rarely,699,Research & Development,6,3,Medical,1,719,4,Female,34,2,1,Research Scientist,3,Single,4584,23145,2,Y,Yes,22,3,4,80,0,7,3,3,5,4,1,1,2020-01-05,,2025-12-31,0,45+,4-5 years,Q1 Low,11001.6
38,No,Travel_Rarely,666,Research & Development,8,2,Life Sciences,1,721,2,Male,75,3,4,Manager,1,Single,17519,14770,6,Y,No,14,3,3,80,1,17,3,4,14,12,1,9,2011-04-13,,2025-12-31,0,35-44,11+ years,Q4 High,15016.285714285714
42,No,Travel_Rarely,958,Research & Development,7,3,Life Sciences,1,723,3,Male,98,3,1,Laboratory Technician,3,Single,6514,13559,0,Y,No,11,3,1,80,1,20,0,3,17,11,6,10,2008-09-26,,2025-12-31,0,35-44,11+ years,Q2,4598.117647058823
26,No,Travel_Frequently,103,Research & Development,6,4,Marketing,1,725,4,Male,64,3,1,Laboratory Technician,4,Married,5754,8060,3,Y,No,14,3,3,80,1,15,1,3,10,7,4,3,2015-08-09,,2025-12-31,0,26-34,6-10 years,Q2,6904.8
29,Yes,Travel_Rarely,595,Research & Development,5,4,Medical,1,727,3,Male,94,1,2,Manufacturing Director,2,Divorced,8041,18489,3,Y,No,19,3,4,80,0,17,6,2,13,5,2,11,2012-08-07,2024-04-23,2025-12-31,1,26-34,11+ years,Q3,7422.461538461538
42,No,Travel_Frequently,478,Sales,12,4,Life Sciences,1,729,4,Female,44,3,4,Manager,2,Single,15126,5678,5,Y,Yes,14,3,3,80,0,13,1,3,11,10,5,5,2014-05-25,,2025-12-31,0,35-44,11+ years,Q4 High,16501.090909090908
28,No,Travel_Rarely,455,Research & Development,20,3,Medical,1,731,3,Male,46,3,2,Manufacturing Director,3,Married,5959,15520,2,Y,No,13,3,2,80,1,16,3,3,10,5,1,8,2015-06-18,,2025-12-31,0,26-34,6-10 years,Q2,7150.8
41,No,Travel_Rarely,567,Human Resources,18,5,Life Sciences,1,733,2,Female,75,2,1,Human Resources,4,Married,5506,11898,1,Y,No,21,3,1,80,0,17,3,3,10,7,4,8,2015-03-19,,2025-12-31,0,35-44,6-10 years,Q2,6607.2
24,No,Travel_Rarely,537,Sales,3,1,Other,1,735,2,Male,90,3,2,Sales Executive,2,Single,6336,10135,2,Y,No,13,3,2,80,2,7,5,4,3,3,1,2,2022-10-14,,2025-12-31,0,18-25,2-3 years,Q2,25344.0
45,No,Travel_Rarely,927,Research & Development,20,1,Technical Degree,1,737,2,Female,72,3,3,Research Director,2,Divorced,12352,19174,5,Y,No,24,3,4,80,1,19,5,2,15,13,2,10,2010-09-19,,2025-12-31,0,45+,11+ years,Q4 High,9881.6
26,No,Travel_Rarely,800,Research & Development,4,4,Life Sciences,1,739,1,Female,51,3,1,Research Scientist,2,Married,4939,18174,2,Y,No,20,3,4,80,1,8,2,3,7,5,0,3,2018-07-25,,2025-12-31,0,26-34,6-10 years,Q1 Low,8466.857142857143
42,No,Travel_Rarely,1111,Research & Development,9,2,Technical Degree,1,741,3,Male,38,3,1,Laboratory Technician,4,Divorced,5890,11003,1,Y,No,17,3,4,80,0,11,3,3,8,6,1,2,2017-08-08,,2025-12-31,0,35-44,6-10 years,Q2,8835.0
43,No,Travel_Rarely,145,Research & Development,11,1,Technical Degree,1,743,2,Male,76,3,1,Laboratory Technician,2,Single,4769,23329,5,Y,No,16,4,4,80,1,9,3,2,7,6,3,4,2018-06-12,,2025-12-31,0,35-44,6-10 years,Q1 Low,8175.428571428572
31,No,Travel_Rarely,708,Research & Development,2,2,Life Sciences,1,745,4,Male,32,3,1,Laboratory Technician,1,Married,4488,26745,4,Y,No,13,3,3,80,2,9,4,3,4,3,1,2,2021-02-24,,2025-12-31,0,26-34,4-5 years,Q1 Low,13464.0
42,No,Travel_Rarely,148,Sales,7,3,Medical,1,747,2,Female,81,3,1,Sales Representative,4,Married,5106,25307,1,Y,Yes,18,3,3,80,0,14,1,2,7,5,1,5,2018-03-02,,2025-12-31,0,35-44,6-10 years,Q2,8753.142857142857
39,No,Travel_Rarely,219,Research & Development,21,4,Medical,1,749,3,Male,60,3,3,Research Director,4,Married,14014,16845,2,Y,No,14,4,3,80,0,24,2,1,18,13,4,12,2007-01-20,,2025-12-31,0,35-44,11+ years,Q4 High,9342.666666666666
32,Yes,Travel_Rarely,1197,Research & Development,1,3,Medical,1,751,4,Female,42,4,1,Research Scientist,1,Single,4440,6445,1,Y,No,15,4,4,80,0,8,6,2,4,2,0,2,2021-10-09,2024-03-02,2025-12-31,1,26-34,4-5 years,Q1 Low,13320.0
28,No,Non-Travel,372,Sales,29,2,Life Sciences,1,753,2,Female,31,3,2,Sales Executive,4,Married,7480,15902,2,Y,No,12,3,3,80,0,4,3,3,1,1,0,0,2024-11-12,,2025-12-31,0,26-34,0-1 years,Q3,89760.0
19,Yes,Travel_Frequently,1123,Research & Development,1,3,Life Sciences,1,755,3,Female,36,3,1,Research Scientist,3,Married,3563,8609,2,Y,Yes,13,3,3,80,1,5,2,4,2,1,1,1,2023-09-03,2022-12-11,2025-12-31,1,18-25,2-3 years,Q1 Low,21378.0
40,No,Travel_Rarely,1117,Sales,10,4,Medical,1,757,3,Female,58,1,4,Manager,3,Single,13576,24488,3,Y,Yes,15,3,1,80,0,11,3,2,6,4,1,3,2019-08-03,,2025-12-31,0,35-44,6-10 years,Q4 High,27152.0
23,Yes,Travel_Frequently,1230,Research & Development,2,4,Life Sciences,1,759,2,Male,33,2,1,Laboratory Technician,2,Single,4521,3932,2,Y,Yes,15,3,2,80,1,9,1,3,2,1,0,1,2023-01-17,2025-04-30,2025-12-31,1,18-25,2-3 years,Q1 Low,27126.0
38,No,Travel_Frequently,283,Research & Development,12,3,Marketing,1,761,3,Male,33,3,1,Research Scientist,4,Married,4627,20135,4,Y,No,14,3,4,80,1,7,3,2,4,2,2,3,2021-06-17,,2025-12-31,0,35-44,4-5 years,Q1 Low,13881.0
35,No,Travel_Rarely,444,Sales,18,5,Life Sciences,1,763,2,Male,50,3,4,Manager,2,Married,16973,23584,1,Y,Yes,15,3,4,80,0,22,2,3,16,6,3,10,2009-05-24,,2025-12-31,0,35-44,11+ years,Q4 High,12729.75
43,No,Travel_Rarely,919,Research & Development,15,4,Life Sciences,1,765,3,Female,74,3,2,Healthcare Representative,2,Single,9076,4679,5,Y,No,18,3,3,80,2,25,2,2,21,12,3,7,2004-04-21,,2025-12-31,0,35-44,11+ years,Q4 High,5186.285714285715
34,No,Non-Travel,1462,Sales,16,1,Technical Degree,1,767,3,Female,57,2,4,Manager,1,Single,14790,11316,3,Y,No,15,3,1,80,0,7,1,2,2,1,0,1,2023-10-31,,2025-12-31,0,26-34,2-3 years,Q4 High,88740.0
34,No,Travel_Rarely,558,Sales,7,1,Medical,1,769,3,Female,37,3,4,Manager,4,Divorced,15451,3392,2,Y,No,15,3,4,80,1,11,2,2,7,4,2,4,2018-03-31,,2025-12-31,0,26-34,6-10 years,Q4 High,26487.428571428572
44,No,Non-Travel,324,Sales,20,2,Medical,1,771,3,Male,71,3,2,Sales Executive,3,Married,7463,20202,2,Y,Yes,18,4,4,80,0,9,0,3,6,5,2,3,2019-02-24,,2025-12-31,0,35-44,6-10 years,Q3,14926.0
40,No,Travel_Rarely,789,Research & Development,29,4,Human Resources,1,773,2,Male,46,3,2,Manufacturing Director,3,Divorced,6098,3683,1,Y,Yes,20,3,3,80,2,21,5,3,13,10,0,11,2012-07-06,,2025-12-31,0,35-44,11+ years,Q2,5628.923076923077
40,No,Travel_Rarely,474,Research & Development,9,2,Technical Degree,1,775,3,Female,38,2,1,Laboratory Technician,2,Single,3996,13793,2,Y,Yes,15,3,3,80,2,10,2,3,5,3,1,1,2020-12-29,,2025-12-31,0,35-44,4-5 years,Q1 Low,9590.4
41,No,Travel_Rarely,1010,Sales,6,3,Life Sciences,1,777,4,Male,90,3,4,Manager,3,Single,17696,15052,1,Y,Yes,22,3,3,80,0,21,4,1,13,6,5,6,2012-06-25,,2025-12-31,0,35-44,11+ years,Q4 High,16334.76923076923
23,No,Travel_Rarely,1179,Sales,4,1,Medical,1,779,4,Male,98,1,4,Manager,4,Single,17894,11480,2,Y,No,14,3,3,80,0,24,3,3,21,15,6,16,2004-04-26,,2025-12-31,0,18-25,11+ years,Q4 High,10225.142857142857
44,No,Travel_Frequently,339,Human Resources,14,4,Human Resources,1,781,3,Female,70,2,4,Manager,2,Married,18671,4249,2,Y,No,13,3,4,80,1,36,4,3,30,22,12,14,1995-03-11,,2025-12-31,0,35-44,11+ years,Q4 High,7468.4
42,Yes,Non-Travel,1398,Research & Development,17,3,Life Sciences,1,783,2,Male,58,3,2,Manufacturing Director,4,Married,5548,11333,2,Y,No,17,3,1,80,0,6,4,2,1,1,0,0,2024-08-03,2022-04-07,2025-12-31,1,35-44,0-1 years,Q2,66576.0
28,No,Travel_Rarely,937,Research & Development,6,4,Life Sciences,1,785,4,Male,83,2,1,Research Scientist,2,Single,4641,15434,1,Y,Yes,12,3,1,80,1,13,1,2,9,4,1,6,2016-12-28,,2025-12-31,0,26-34,6-10 years,Q1 Low,6188.0
35,No,Travel_Rarely,1023,Sales,23,4,Life Sciences,1,787,2,Male,61,2,1,Sales Representative,4,Single,5901,19432,2,Y,No,21,3,1,80,2,13,3,2,8,3,3,5,2017-06-02,,2025-12-31,0,35-44,6-10 years,Q2,8851.5
37,Yes,Travel_Frequently,767,Research & Development,13,1,Life Sciences,1,789,3,Male,94,3,4,Manager,1,Single,15217,12608,3,Y,Yes,14,3,2,80,1,19,4,3,16,8,1,3,2009-05-20,2021-05-22,2025-12-31,1,35-44,11+ years,Q4 High,11412.75
36,No,Travel_Rarely,1237,Sales,9,3,Marketing,1,791,1,Female,72,2,4,Manager,3,Married,17951,14672,0,Y,No,17,3,1,80,2,19,3,3,18,11,1,9,2007-02-13,,2025-12-31,0,35-44,11+ years,Q4 High,11967.333333333334
40,No,Travel_Rarely,213,Sales,11,1,Marketing,1,793,4,Male,98,3,2,Sales Executive,4,Divorced,8271,24074,2,Y,No,16,4,2,80,0,13,1,3,8,7,0,3,2017-08-23,,2025-12-31,0,35-44,6-10 years,Q3,12406.5
50,No,Travel_Rarely,1100,Research & Development,3,4,Human Resources,1,795,3,Male,45,1,1,Research Scientist,4,Single,10208,24435,1,Y,No,11,3,1,80,2,25,2,2,22,19,8,13,2003-10-14,,2025-12-31,0,45+,11+ years,Q4 High,5568.0
47,No,Travel_Frequently,1494,Sales,14,3,Marketing,1,797,3,Male,50,3,2,Sales Executive,2,Married,7925,9214,1,Y,No,18,3,2,80,0,13,3,3,7,4,0,4,2018-08-02,,2025-12-31,0,45+,6-10 years,Q3,13585.714285714286
25,No,Travel_Frequently,1210,Sales,4,1,Life Sciences,1,799,1,Female,62,3,4,Manager,3,Married,12640,25968,3,Y,Yes,19,3,2,80,0,9,5,4,4,3,1,2,2021-06-14,,2025-12-31,0,18-25,4-5 years,Q4 High,37920.0
43,No,Travel_Rarely,704,Research & Development,5,2,Life Sciences,1,801,3,Male,55,2,2,Healthcare Representative,1,Single,8662,23013,4,Y,No,25,3,1,80,2,14,3,2,13,12,1,8,2012-06-24,,2025-12-31,0,35-44,11+ years,Q3,7995.692307692308
49,No,Travel_Rarely,299,Sales,8,3,Other,1,803,3,Male,32,3,2,Sales Executive,4,Divorced,5703,12583,2,Y,No,14,3,3,80,1,9,4,3,3,2,1,1,2022-12-13,,2025-12-31,0,45+,2-3 years,Q2,22812.0
40,No,Non-Travel,1485,Research & Development,27,4,Life Sciences,1,805,3,Male,52,3,1,Laboratory Technician,3,Single,6410,13584,1,Y,No,15,3,3,80,1,14,6,3,13,10,3,5,2012-04-09,,2025-12-31,0,35-44,11+ years,Q2,5916.923076923077
47,No,Travel_Rarely,586,Sales,10,3,Life Sciences,1,807,2,Male,83,2,4,Manager,2,Divorced,17634,6202,3,Y,No,20,3,1,80,1,22,4,2,13,12,1,6,2012-05-03,,2025-12-31,0,45+,11+ years,Q4 High,16277.538461538461
55,No,Travel_Rarely,816,Research & Development,4,4,Technical Degree,1,809,3,Male,76,4,2,Manufacturing Director,1,Married,8773,7088,2,Y,No,13,3,3,80,1,22,4,3,16,9,5,6,2009-10-26,,2025-12-31,0,45+,11+ years,Q3,6579.75
46,No,Travel_Rarely,183,Sales,11,3,Medical,1,811,1,Female,65,2,1,Sales Representative,4,Married,5668,2446,6,Y,No,12,3,4,80,0,11,2,4,7,2,2,5,2018-06-15,,2025-12-31,0,45+,6-10 years,Q2,9716.57142857143
39,Yes,Travel_Frequently,1370,Research & Development,13,1,Life Sciences,1,813,3,Female,64,2,1,Laboratory Technician,3,Divorced,5928,4509,1,Y,Yes,12,4,4,80,1,17,2,3,15,14,4,9,2010-01-19,2025-03-03,2025-12-31,1,35-44,11+ years,Q2,4742.4
46,No,Travel_Rarely,1040,Research & Development,19,4,Technical Degree,1,815,2,Male,72,1,1,Laboratory Technician,2,Divorced,2114,13479,1,Y,No,24,3,1,80,0,4,1,3,1,1,0,0,2024-11-04,,2025-12-31,0,45+,0-1 years,Q1 Low,25368.0
38,No,Travel_Rarely,367,Sales,8,1,Other,1,817,2,Male,62,3,2,Sales Executive,2,Single,9629,13045,0,Y,No,13,3,4,80,0,15,2,2,11,9,3,9,2014-04-22,,2025-12-31,0,35-44,11+ years,Q4 High,10504.363636363636
37,No,Travel_Rarely,564,Research & Development,5,4,Life Sciences,1,819,1,Female,34,3,1,Laboratory Technician,2,Divorced,5344,9549,3,Y,No,18,3,2,80,1,15,5,3,9,8,4,4,2016-05-27,,2025-12-31,0,35-44,6-10 years,Q2,7125.333333333333
34,No,Travel_Rarely,1137,Research & Development,29,3,Technical Degree,1,821,2,Male,33,3,2,Manufacturing Director,3,Married,9892,3072,2,Y,No,15,3,1,80,2,19,2,3,17,10,0,5,2008-07-30,,2025-12-31,0,26-34,11+ years,Q4 High,6982.588235294118
51,No,Travel_Rarely,920,Sales,11,1,Life Sciences,1,823,1,Female,87,3,4,Manager,4,Divorced,20641,13880,0,Y,No,13,3,2,80,1,32,3,4,30,20,4,10,1995-08-26,,2025-12-31,0,45+,11+ years,Q4 High,8256.4
29,No,Travel_Rarely,317,Sales,4,3,Medical,1,825,4,Male,81,3,1,Sales Representative,4,Married,6784,21512,2,Y,No,21,4,2,80,0,27,4,3,24,16,3,13,2001-06-13,,2025-12-31,0,26-34,11+ years,Q3,3392.0
51,No,Travel_Rarely,1089,Research & Development,8,5,Technical Degree,1,827,3,Female,79,3,2,Manufacturing Director,3,Married,6166,13789,3,Y,No,15,3,3,80,2,6,1,3,2,1,1,1,2023-05-09,,2025-12-31,0,45+,2-3 years,Q2,36996.0
41,Yes,Travel_Rarely,1357,Research & Development,5,4,Human Resources,1,829,2,Female,56,3,1,Research Scientist,4,Married,3497,14626,2,Y,No,16,3,3,80,3,9,1,1,8,3,2,6,2017-01-29,2024-10-08,2025-12-31,1,35-44,6-10 years,Q1 Low,5245.5
24,Yes,Travel_Rarely,144,Research & Development,20,2,Life Sciences,1,831,3,Female,39,3,1,Laboratory Technician,3,Married,3589,25559,1,Y,No,13,3,4,80,0,8,3,2,5,3,0,3,2020-05-29,2023-06-05,2025-12-31,1,18-25,4-5 years,Q1 Low,8613.6
40,Yes,Travel_Rarely,259,Research & Development,13,2,Life Sciences,1,833,3,Female,91,2,1,Research Scientist,2,Married,5114,8839,3,Y,Yes,13,4,2,80,0,7,5,2,4,2,0,3,2021-06-28,2022-11-05,2025-12-31,1,35-44,4-5 years,Q2,15342.0
18,No,Non-Travel,1281,Research & Development,6,3,Life Sciences,1,835,4,Male,49,3,1,Research Scientist,4,Married,5695,22502,0,Y,Yes,18,3,2,80,0,13,2,2,11,6,5,3,2014-06-28,,2025-12-31,0,18-25,11+ years,Q2,6212.727272727273
43,No,Travel_Frequently,879,Sales,17,3,Medical,1,837,1,Female,61,3,4,Manager,2,Married,13470,26129,2,Y,No,14,3,2,80,0,11,3,2,4,2,1,3,2021-04-03,,2025-12-31,0,35-44,4-5 years,Q4 High,40410.0
45,No,Travel_Rarely,1223,Sales,8,4,Life Sciences,1,839,2,Male,77,3,4,Manager,2,Married,15177,24274,3,Y,No,15,3,2,80,0,11,6,3,9,7,4,7,2016-04-24,,2025-12-31,0,45+,6-10 years,Q4 High,20236.0
32,No,Travel_Frequently,1206,Sales,8,2,Medical,1,841,4,Male,78,3,2,Sales Executive,4,Single,6869,23388,3,Y,No,12,3,4,80,1,14,3,4,6,5,2,2,2019-06-23,,2025-12-31,0,26-34,6-10 years,Q3,13738.0
38,Yes,Travel_Rarely,655,Sales,4,4,Life Sciences,1,843,2,Female,55,3,2,Sales Executive,1,Married,8470,19476,3,Y,No,20,3,4,80,1,16,4,3,11,8,2,3,2014-01-20,2024-07-16,2025-12-31,1,35-44,11+ years,Q3,9240.0
55,Yes,Non-Travel,1276,Research & Development,4,3,Life Sciences,1,845,1,Female,64,3,2,Healthcare Representative,4,Married,6562,2593,0,Y,Yes,18,3,4,80,1,12,3,3,5,3,0,2,2020-02-15,2024-06-12,2025-12-31,1,45+,4-5 years,Q2,15748.8
32,Yes,Travel_Rarely,781,Research & Development,29,4,Life Sciences,1,847,1,Female,57,3,1,Research Scientist,4,Single,6270,12752,2,Y,Yes,18,3,4,80,3,16,0,4,15,14,4,12,2010-07-09,2024-11-03,2025-12-31,1,26-34,11+ years,Q2,5016.0
27,No,Travel_Rarely,1144,Research & Development,16,3,Marketing,1,849,1,Male,94,3,1,Laboratory Technician,3,Divorced,4681,15284,6,Y,No,12,3,3,80,1,9,5,2,7,3,1,4,2018-02-14,,2025-12-31,0,26-34,6-10 years,Q1 Low,8024.571428571428
50,No,Travel_Rarely,1373,Research & Development,1,3,Life Sciences,1,851,4,Female,55,2,2,Manufacturing Director,1,Single,7213,2276,3,Y,No,15,3,2,80,0,8,6,3,4,2,1,2,2021-10-06,,2025-12-31,0,45+,4-5 years,Q3,21639.0
55,No,Travel_Rarely,1312,Research & Development,4,4,Life Sciences,1,853,2,Female,87,3,1,Laboratory Technician,2,Married,5382,22971,0,Y,No,11,3,3,80,1,12,2,3,8,4,2,5,2017-04-13,,2025-12-31,0,45+,6-10 years,Q2,8073.0
37,No,Non-Travel,1445,Sales,3,3,Technical Degree,1,855,4,Male,35,3,2,Sales Executive,1,Single,6921,10274,3,Y,No,13,3,3,80,2,20,3,1,12,7,5,3,2013-01-06,,2025-12-31,0,35-44,11+ years,Q3,6921.0
46,Yes,Travel_Rarely,893,Research & Development,9,4,Marketing,1,857,4,Male,79,3,1,Research Scientist,3,Married,3256,5383,2,Y,Yes,14,3,4,80,0,6,4,3,5,2,0,2,2020-03-04,2025-11-24,2025-12-31,1,45+,4-5 years,Q1 Low,7814.4
49,No,Travel_Rarely,771,Research & Development,6,4,Life Sciences,1,859,3,Male,78,3,2,Manufacturing Director,4,Married,8257,16437,0,Y,No,21,3,3,80,0,10,1,2,8,4,1,2,2017-02-21,,2025-12-31,0,45+,6-10 years,Q3,12385.5
30,No,Travel_Rarely,318,Research & Development,22,3,Life Sciences,1,861,1,Male,87,3,1,Laboratory Technician,3,Married,4361,15537,1,Y,No,25,3,2,80,1,10,6,2,7,4,2,3,2018-02-03,,2025-12-31,0,26-34,6-10 years,Q1 Low,7476.0
32,No,Travel_Rarely,1140,Sales,6,3,Medical,1,863,1,Female,75,1,2,Sales Executive,3,Divorced,6160,9553,0,Y,No,16,3,4,80,0,9,3,2,4,3,2,3,2021-08-29,,2025-12-31,0,26-34,4-5 years,Q2,18480.0
48,No,Travel_Rarely,615,Research & Development,29,1,Life Sciences,1,865,3,Female,50,3,2,Manufacturing Director,3,Married,8994,2467,2,Y,No,15,3,4,80,1,20,4,4,15,9,6,9,2010-07-09,,2025-12-31,0,45+,11+ years,Q4 High,7195.2
52,No,Travel_Rarely,1162,Research & Development,8,1,Marketing,1,867,2,Female,54,3,1,Research Scientist,3,Married,7113,17134,0,Y,No,15,3,3,80,0,20,2,3,18,13,5,15,2007-11-24,,2025-12-31,0,45+,11+ years,Q3,4742.0
42,Yes,Non-Travel,1119,Research & Development,29,2,Medical,1,869,3,Female,92,3,2,Manufacturing Director,4,Married,6879,7260,2,Y,No,11,3,3,80,1,15,2,3,12,8,0,4,2013-06-15,2024-07-19,2025-12-31,1,35-44,11+ years,Q3,6879.0
29,No,Travel_Rarely,800,Sales,7,2,Life Sciences,1,871,2,Male,95,3,2,Sales Executive,2,Divorced,11591,2997,0,Y,No,19,3,1,80,1,27,6,3,20,9,3,9,2005-03-06,,2025-12-31,0,26-34,11+ years,Q4 High,6954.6
55,No,Travel_Rarely,241,Research & Development,7,2,Medical,1,873,4,Female,64,2,4,Manager,4,Single,14544,4379,2,Y,No,17,3,3,80,0,10,5,2,6,5,2,4,2019-09-18,,2025-12-31,0,45+,6-10 years,Q4 High,29088.0
32,No,Non-Travel,445,Sales,16,2,Marketing,1,875,3,Male,62,3,2,Sales Executive,3,Married,7013,7048,3,Y,Yes,17,3,1,80,0,14,5,3,6,4,1,2,2019-10-07,,2025-12-31,0,26-34,6-10 years,Q3,14026.0
34,No,Travel_Rarely,402,Sales,15,3,Technical Degree,1,877,3,Female,79,3,2,Sales Executive,2,Single,8421,11484,1,Y,No,19,3,1,80,0,16,3,3,12,5,4,4,2013-12-21,,2025-12-31,0,26-34,11+ years,Q3,8421.0
40,No,Travel_Rarely,1253,Research & Development,2,3,Life Sciences,1,879,4,Male,53,4,1,Research Scientist,2,Single,4946,6095,2,Y,Yes,22,3,3,80,1,7,2,2,4,2,0,2,2021-05-04,,2025-12-31,0,35-44,4-5 years,Q2,14838.0
51,No,Travel_Rarely,567,Research & Development,9,1,Medical,1,881,1,Female,52,3,1,Research Scientist,2,Single,4420,11559,2,Y,No,14,3,2,80,1,7,1,3,2,2,0,1,2023-12-15,,2025-12-31,0,45+,2-3 years,Q1 Low,26520.0
45,No,Travel_Frequently,445,Human Resources,6,1,Life Sciences,1,883,2,Male,66,3,4,Manager,3,Married,16848,14126,0,Y,No,14,3,4,80,1,24,2,2,17,13,4,14,2008-05-22,,2025-12-31,0,45+,11+ years,Q4 High,11892.70588235294
41,No,Travel_Rarely,933,Research & Development,6,3,Medical,1,885,1,Male,92,3,4,Manager,2,Divorced,13430,26205,3,Y,Yes,24,3,4,80,0,10,3,2,5,3,2,2,2020-10-17,,2025-12-31,0,35-44,4-5 years,Q4 High,32232.0
41,No,Non-Travel,275,Research & Development,9,3,Technical Degree,1,887,1,Female,85,3,1,Laboratory Technician,4,Married,8068,25409,2,Y,No,17,4,1,80,1,20,2,3,17,9,8,13,2008-03-21,,2025-12-31,0,35-44,11+ years,Q3,5695.058823529412
37,Yes,Travel_Frequently,293,Sales,7,3,Life Sciences,1,889,3,Male,92,3,2,Sales Executive,3,Single,8665,2093,1,Y,Yes,20,4,4,80,0,18,6,3,13,8,5,10,2012-01-31,2021-04-07,2025-12-31,1,35-44,11+ years,Q3,7998.461538461538
